14;00;20130414;18;
14;01;20130414;11;
14;02;20130414;6;
14;03;20130414;5;
14;04;20130414;1;
14;05;20130414;8;
14;06;20130414;2;
14;07;20130414;8;
14;08;20130414;17;
14;09;20130414;32;
14;10;20130414;34;
14;11;20130414;46;
14;12;20130414;35;
14;13;20130414;31;
14;14;20130414;34;
14;15;20130414;40;
14;16;20130414;46;
14;17;20130414;53;
14;18;20130414;59;
14;19;20130414;72;
14;20;20130414;50;
14;21;20130414;77;
14;22;20130414;64;
14;23;20130414;45;
15;00;20130415;13;
15;01;20130415;13;
15;02;20130415;2;
15;03;20130415;10;
15;04;20130415;3;
15;05;20130415;4;
15;06;20130415;7;
15;07;20130415;20;
15;08;20130415;45;
15;09;20130415;82;
15;10;20130415;117;
15;11;20130415;123;
15;12;20130415;99;
15;13;20130415;122;
15;14;20130415;132;
15;15;20130415;106;
15;16;20130415;118;
15;17;20130415;95;
15;18;20130415;77;
15;19;20130415;68;
15;20;20130415;60;
15;21;20130415;91;
15;22;20130415;51;
15;23;20130415;53;
16;00;20130416;26;
16;01;20130416;13;
16;02;20130416;4;
16;03;20130416;3;
16;04;20130416;17;
16;05;20130416;5;
16;06;20130416;7;
16;07;20130416;18;
16;08;20130416;51;
16;09;20130416;110;
16;10;20130416;114;
16;11;20130416;106;
16;12;20130416;91;
16;13;20130416;83;
16;14;20130416;108;
16;15;20130416;111;
16;16;20130416;101;
16;17;20130416;79;
16;18;20130416;66;
16;19;20130416;49;
16;20;20130416;65;
16;21;20130416;52;
16;22;20130416;58;
16;23;20130416;40;
17;00;20130417;18;
17;01;20130417;7;
17;02;20130417;5;
17;03;20130417;7;
17;04;20130417;2;
17;05;20130417;8;
17;06;20130417;9;
17;07;20130417;22;
17;08;20130417;65;
17;09;20130417;86;
17;10;20130417;91;
17;11;20130417;115;
17;12;20130417;84;
17;13;20130417;120;
17;14;20130417;118;
17;15;20130417;111;
17;16;20130417;100;
17;17;20130417;94;
17;18;20130417;86;
17;19;20130417;57;
17;20;20130417;59;
17;21;20130417;54;
17;22;20130417;75;
17;23;20130417;43;
18;00;20130418;12;
18;01;20130418;13;
18;02;20130418;1;
18;03;20130418;5;
18;04;20130418;4;
18;05;20130418;6;
18;06;20130418;11;
18;07;20130418;26;
18;08;20130418;50;
18;09;20130418;87;
18;10;20130418;97;
18;11;20130418;113;
18;12;20130418;75;
18;13;20130418;101;
18;14;20130418;129;
18;15;20130418;110;
18;16;20130418;88;
18;17;20130418;86;
18;18;20130418;69;
18;19;20130418;56;
18;20;20130418;61;
18;21;20130418;60;
18;22;20130418;55;
18;23;20130418;34;
19;00;20130419;23;
19;01;20130419;8;
19;02;20130419;7;
19;03;20130419;4;
19;04;20130419;5;
19;05;20130419;2;
19;06;20130419;12;
19;07;20130419;20;
19;08;20130419;41;
19;09;20130419;66;
19;10;20130419;92;
19;11;20130419;98;
19;12;20130419;79;
19;13;20130419;89;
19;14;20130419;94;
19;15;20130419;78;
19;16;20130419;83;
19;17;20130419;61;
19;18;20130419;72;
19;19;20130419;59;
19;20;20130419;44;
19;21;20130419;40;
19;22;20130419;43;
19;23;20130419;37;
20;00;20130420;19;
20;01;20130420;13;
20;02;20130420;7;
20;03;20130420;3;
20;04;20130420;3;
20;05;20130420;2;
20;06;20130420;5;
20;07;20130420;24;
20;08;20130420;45;
20;09;20130420;62;
20;10;20130420;85;
20;11;20130420;85;
20;12;20130420;61;
20;13;20130420;62;
20;14;20130420;71;
20;15;20130420;67;
20;16;20130420;66;
20;17;20130420;51;
20;18;20130420;59;
20;19;20130420;45;
20;20;20130420;36;
20;21;20130420;31;
20;22;20130420;50;
20;23;20130420;25;
